Name,Year,Genre
Ben 10 Galactic Racing,2011.0,Racing
Super Puzzle Fighter II Turbo,1996.0,Puzzle
Ninjatown,2008.0,Strategy
Star Wars: Jedi Power Battles,2002.0,Action
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002.0,Fighting
Hard Rock Casino,2007.0,Misc
Space Venus starring Morning Musume,2001.0,Misc
To Heart,1999.0,Adventure
Wild ARMs XF,2007.0,Role-Playing
Doukyuusei,1995.0,Adventure
RockMan & Forte,1998.0,Platform
Persona 4: Arena Ultimax,2014.0,Fighting
Science Papa,2009.0,Misc
Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005.0,Action
MySims Collection,2010.0,Misc
Cities: Skylines,2015.0,Simulation
Ape Escape Academy (jp sales),2004.0,Misc
FIFA 06 Soccer,2005.0,Sports
Pro Yakyuu Netsu Star 2006,2006.0,Sports
The History Channel: Civil War - A Nation Divided,2006.0,Shooter
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,2010.0,Role-Playing
Cyber Sled,1995.0,Action
Puyo Puyo!! 20th Anniversary,2011.0,Puzzle
Famista Returns,2015.0,Sports
Bust-A-Move Deluxe,2006.0,Puzzle
I Spy: Universe,2010.0,Puzzle
Shining Soul,2002.0,Role-Playing
Littlest Pet Shop: Spring,2009.0,Simulation
The Amazing Race,2010.0,Misc
Alvin and the Chipmunks,2007.0,Misc
Let's Cheer,2011.0,Misc
In the Hunt,1995.0,Shooter
Daytona USA Championship Circuit Edition,1995.0,Racing
BlazBlue: Chrono Phantasma Extend,2015.0,Action
Alone in the Dark: Inferno,2008.0,Adventure
Rogue Warrior,2009.0,Shooter
Fear Factor: Unleashed,2004.0,Action
Vampire Moon: The Mystery of the Hidden Sun,2010.0,Adventure
Paws & Claws: Pet Vet 2,2007.0,Simulation
BIT.TRIP SAGA,2011.0,Misc
Touch My Katamari,2011.0,Puzzle
MotoGP '06,2006.0,Racing
Houshinengi,1998.0,Strategy
7th Dragon,2009.0,Role-Playing
Pet Pals: Animal Doctor,2008.0,Simulation
LEGO Island Xtreme Stunts,2002.0,Racing
Cruise Ship Vacation Games,2009.0,Puzzle
Yu-Gi-Oh! GX: Tag Force,2006.0,Strategy
Gourmet Chef: Cook Your Way to Fame,2008.0,Misc
Learn Math,2009.0,Puzzle
Nitrobike,2008.0,Racing
Magnetica,2006.0,Puzzle
World Soccer Winning Eleven 9 Bonus Pack,2006.0,Sports
UEFA Euro 2004: Portugal,2004.0,Sports
Hot Wheels: World Race,2003.0,Racing
Shining Resonance,2014.0,Role-Playing
World Tour Soccer 2002,2001.0,Sports
Interactive Sampler Disc 6,1997.0,Misc
Let's Play Ballerina,2010.0,Sports
Wild Earth: African Safari,2008.0,Simulation
Apex,2003.0,Racing
Kamen Rider Battle: Ganbaride,2010.0,Strategy
Tomb Raider: The Prophecy,2002.0,Action
Vampire Night,2001.0,Shooter
Kororinpa: Marble Mania,2006.0,Puzzle
Guilty Gear,1998.0,Fighting
Game Party: Champions,2012.0,Action
Divinity II: The Dragon Knight Saga,2010.0,Role-Playing
Mary-Kate and Ashley: Crush Course,2001.0,Action
Disney's Cinderella: Magical Dreams,,Platform
Top Shot Arcade,2011.0,Shooter
Imagine: Fashion Stylist,2010.0,Simulation
Red Orchestra 2: Heroes of Stalingrad,2011.0,Shooter
Deepak Chopra's Leela,2011.0,Misc
Salt Lake 2002,2002.0,Sports
Queen's Gate: Spiral Chaos,2011.0,Role-Playing
Nayuta no Kiseki,2012.0,Action
Back At The Barnyard: Slop Bucket Games,2008.0,Sports
Quick Yoga Training,2008.0,Misc
Fashion Studio: Paris Collection,2009.0,Misc
Backyard Soccer,2001.0,Sports
Final Fantasy XI: Rise of the Zilart,2003.0,Role-Playing
Nobunaga no Yabou: Tendou,2010.0,Strategy
Medalot 7,2012.0,Action
Castlevania Chronicles,2001.0,Platform
Suzumiya Haruhi no Tomadoi,2008.0,Adventure
NHL 2K8,2007.0,Sports
Dokapon Kingdom,2008.0,Role-Playing
Bratz,2002.0,Platform
Go Play: Circus Star,2009.0,Action
King Arthur,2004.0,Action
Winter Stars,2011.0,Sports
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,2005.0,Misc
The Guy Game,2004.0,Misc
Rurouni Kenshin: Enjou! Kyoto Rinne,2006.0,Action
Suikoden: Tsumugareshi Hyakunen no Toki,2012.0,Role-Playing
Baseball Advance,2002.0,Sports
Shonen Jump's One Piece: Grand Battle,2005.0,Fighting
Retro Atari Classics,2005.0,Misc
Freddi Fish: ABC under the sea,2008.0,Misc
Puzzle Kingdoms,2009.0,Puzzle
Shovel Knight,2015.0,Platform
Hyperdimension Idol Neptunia PP,2013.0,Misc
Paperboy / Rampage,2005.0,Misc
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2010.0,Role-Playing
Sentou Kokka Air Land Battle,1995.0,Strategy
NTRA Breeders' Cup World Thoroughbred Championships,2005.0,Simulation
Hulk Hogan's Main Event,2011.0,Fighting
Euro Truck Simulator 2,2012.0,Action
Ys: The Ark of Napishtim,2005.0,Role-Playing
Brain Assist,2007.0,Misc
Azure Dreams,1997.0,Role-Playing
Rumble Roses XX,2006.0,Fighting
SingStar Latino,2007.0,Misc
Bakugan: Battle Trainer,2010.0,Action
Phantom Brave: We Meet Again,2009.0,Role-Playing
Monster Rancher DS,2008.0,Role-Playing
Kurt Warner's Arena Football Unleashed,2000.0,Sports
Suite PreCure: Melody Collection,2011.0,Misc
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008.0,Role-Playing
Venetica,2010.0,Role-Playing
Disney's Kim Possible: Kimmunicator,2005.0,Platform
Rugby 15,2015.0,Sports
Castrol Honda Superbike Racing,1998.0,Racing
Army Men: Green Rogue,2001.0,Action
Over the Hedge: Hammy Goes Nuts!,2006.0,Platform
Fatal Inertia,2007.0,Racing
Superman: The Man of Steel,2002.0,Action
Ken to Mahou to Gakuen Mono. 3,2010.0,Role-Playing
The Flintstones: Bedrock Bowling,2000.0,Sports
Chicken Run,2000.0,Adventure
Shining Force III,1997.0,Strategy
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011.0,Sports
Tales of the Heroes: Twin Brave,2012.0,Role-Playing
WWE Survivor Series,2004.0,Fighting
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,2006.0,Action
Super Robot Wars BX,2015.0,Action
Nagano Winter Olympics '98,1997.0,Sports
Destroy All Humans! Path of the Furon,2008.0,Action
Winning Post 5,2001.0,Sports
Star Wars: Lethal Alliance,2006.0,Action
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2010.0,Adventure
All Star Cheer Squad 2,2009.0,Sports
Frogger Beyond,2002.0,Platform
RPG Maker II,2002.0,Role-Playing
Destruction Derby Arenas,2004.0,Racing
The Unholy War,1998.0,Strategy
Chuck E. Cheese's Game Room,2010.0,Misc
Wantame Music Channel: Doko Demo Style,2007.0,Misc
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005.0,Platform
Shaman King: Power of Spirit,2004.0,Adventure
Eat Lead: The Return of Matt Hazard,2009.0,Shooter
Soccer Tsuku DS: World Challenge 2010,2010.0,Sports
Family Fortunes,2009.0,Misc
Contra III: The Alien Wars,1992.0,Shooter
Dead to Rights: Reckoning,2005.0,Shooter
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,2011.0,Role-Playing
Diablo II,2000.0,Role-Playing
NBA 08,2007.0,Sports
NeverDead,2012.0,Shooter
No Fear Downhill Mountain Biking,1998.0,Sports
Fire ProWrestling,2001.0,Fighting
Eternal Poison (JP sales),2008.0,Role-Playing
Naruto Shippuden: Kizuna Drive,2010.0,Action
The IdolM@ster: One for All,2014.0,Misc
Indianapolis 500 Legends,2007.0,Racing
Illusion of Gaia,1993.0,Role-Playing
Steel Battalion: Heavy Armor,2012.0,Misc
Academy of Champions: Soccer,2009.0,Sports
Sally's Salon,2008.0,Simulation
Disruptor,1995.0,Shooter
Lovely Lisa and Friends,2010.0,Simulation
Hasbro Family Fun Pack,2015.0,Misc
Shrek Smash n' Crash Racing,2006.0,Racing
Under Night In-Birth,2014.0,Fighting
Drakengard 2,2005.0,Role-Playing
Grand Knights History,2011.0,Role-Playing
Harvest Moon DS (jp sales),2005.0,Simulation
Summon Night: Twin Age,2007.0,Role-Playing
Sin and Punishment,2000.0,Shooter
NBA Jam 2000,1999.0,Sports
Castlevania: Legacy of Darkness,1999.0,Platform
Cabela's Alaskan Adventure,2006.0,Sports
Shimano Xtreme Fishing,2009.0,Sports
The History Channel: Great Battles - Medieval,2010.0,Strategy
Rally Fusion: Race of Champions,2002.0,Racing
The House of the Dead,1997.0,Shooter
RealSports Volleyball,1981.0,Sports
Smart Boy's Gameroom,2007.0,Misc
NightCaster,2002.0,Action
RollerCoaster Tycoon,2003.0,Strategy
Digimon Racing,2004.0,Racing
Ape Escape 3,2005.0,Platform
"Crouching Tiger, Hidden Dragon",2003.0,Action
Last Bronx,1996.0,Fighting
Iridion II,2003.0,Shooter
Momotaro Douchuuki,1997.0,Misc
Brothers: A Tale of Two Sons,2015.0,Adventure
Whiplash,2003.0,Racing
BlazBlue: Continuum Shift II,2011.0,Fighting
Warcraft III: Reign of Chaos,2002.0,Strategy
Farming Simulator 2011,2010.0,Simulation
Margot's Word Brain,2008.0,Puzzle
Spider-Man: Battle for New York,2006.0,Platform
Pop'n Music Portable,2010.0,Misc
Nintendo Puzzle Collection,,Puzzle
Borderlands: Double Game Add-On Pack,2010.0,Shooter
Otogi: Myth of Demons,2002.0,Action
Army Men: Soldiers of Misfortune,2008.0,Shooter
Alter Echo,2003.0,Shooter
Walt Disney Pictures Presents: The Wild,2006.0,Platform
Puzzle de Harvest Moon,2007.0,Puzzle
Onechanbara: Bikini Samurai Squad,2006.0,Action
Metal Max 3,2010.0,Role-Playing
Hour of Victory,2007.0,Shooter
Namco Soccer Prime Goal,1995.0,Sports
Monster Hunter Frontier Online,2010.0,Role-Playing
Shin Megami Tensei: Digital Devil Saga,2004.0,Role-Playing
7 Wonders of the Ancient World,2007.0,Puzzle
Backyard Baseball '09,2008.0,Sports
Puppies 3D,2011.0,Misc
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,2005.0,Misc
Mystic Ark,1995.0,Role-Playing
LEGO Racers 2,2001.0,Racing
Transformers: War for Cybertron -- Decepticons,2010.0,Action
Overlord: Raising Hell,2008.0,Action
Sega GT,2000.0,Racing
Fuse (Insomniac),2013.0,Shooter
Space Bust-A-Move,2008.0,Puzzle
Gunstar Heroes,1992.0,Shooter
Tamagotchi no Pichi Pichi Omisecchi,2010.0,Action
Shining Wind,2007.0,Role-Playing
Brothers in Arms: Double Time,2008.0,Shooter
Portal Runner,2001.0,Platform
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,2004.0,Misc
Assault: Retribution,1998.0,Action
Gravity Rush Remastered,2015.0,Action
City Crisis,2001.0,Simulation
Assassination Classroom: Grand Siege on Kuro-sensei,2015.0,Action
Advent Rising,2005.0,Action
Surf Riders,1999.0,Sports
Torino 2006,2006.0,Sports
Nobunaga no Yabou: Ranseiki,2002.0,Strategy
Derby Stallion Advance,2002.0,Sports
The Price is Right: Decades,2011.0,Misc
Snood,2001.0,Puzzle
The Sky Crawlers: Innocent Aces,2008.0,Simulation
Fit in Six,2011.0,Sports
DT Racer,2005.0,Racing
SimAnimals Africa,2009.0,Simulation
Twister Mania,2011.0,Misc
World Cup Golf: Professional Edition,1995.0,Sports
Black Dawn,1996.0,Simulation
Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013.0,Sports
428: Fuusa Sareta Shibuya de,2008.0,Adventure
Drome Racers,2002.0,Racing
Impossible Mission,2007.0,Platform
Garfield's Fun Fest,2008.0,Platform
7th Dragon 2020-II,2013.0,Role-Playing
Doukyuusei 2,1997.0,Role-Playing
SkullMonkeys,1998.0,Platform
Zenses: Ocean,2008.0,Puzzle
Teenage Mutant Ninja Turtles: Arcade Attack,2009.0,Action
Baroque,2007.0,Role-Playing
Left Brain Right Brain 2,2008.0,Misc
Kidz Sports: Crazy Golf,2008.0,Sports
Little Battlers eXperience: Wars,2013.0,Strategy
Victorious: Time to Shine,2011.0,Action
Aikatsu! 365 Idol Days,2014.0,Adventure
Petz Puppyz & Kittenz,2011.0,Misc
The Stronghold Collection,2009.0,Strategy
Operation Abyss: New Tokyo Legacy,2014.0,Role-Playing
Detana TwinBee Yahho! Deluxe Pack,1995.0,Shooter
Dragon Ball: Origins,2008.0,Action
Last Ranker,2010.0,Role-Playing
Quantum Redshift,2002.0,Racing
Smash Court Tennis Pro Tournament 2,2004.0,Sports
Power Pro Kun Pocket 13,2010.0,Sports
Armed and Dangerous,2003.0,Shooter
Adventures to Go!,2008.0,Role-Playing
Conduit 2,2011.0,Shooter
Supremacy MMA,2011.0,Fighting
World Soccer Winning Eleven 2002,2002.0,Sports
Actua Tennis,1997.0,Sports
Horse Life,2007.0,Simulation
Monster Truck Madness,2003.0,Racing
Sonic Jam,1997.0,Platform
Puella Magi Madoka Magica Portable,2012.0,Role-Playing
Ninja Reflex,2008.0,Action
Peter Jacobsen's Golden Tee Golf,2000.0,Sports
Calling,2009.0,Adventure
Marvel Avengers: Battle for Earth,2012.0,Action
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,1998.0,Sports
Charm Girls Club: My Fashion Mall,,Simulation
High Velocity: Mountain Racing Challenge,1995.0,Racing
NHL 2K7,2006.0,Sports
Capcom vs. SNK 2: Millionaire Fighting 2001,2001.0,Fighting
Criticom,1996.0,Fighting
SCORE International Baja 1000: The Official Game,2008.0,Racing
After Hours Athletes,2011.0,Sports
Worms 3D,2003.0,Strategy
Clock Tower: The First Fear,1997.0,Adventure
Kidou Senshi Gundam Seed Battle Destiny,2012.0,Action
Godzilla Unleashed: Double Smash,2007.0,Action
Star Trek: Conquest,2007.0,Strategy
"Kilari: Na-san, Mon Meilleur Ami",2006.0,Simulation
Strikers 1945,1998.0,Shooter
Ochaken no Heya DS,2006.0,Simulation
Obscure: The Aftermath,2008.0,Action
Galidor: Defenders of the Outer Dimension,2002.0,Action
Tom Clancy's Splinter Cell Trilogy,2011.0,Action
Fire ProWrestling S: 6Men Scramble,1996.0,Fighting
Blackwater,2011.0,Shooter
Pryzm Chapter One: The Dark Unicorn,2002.0,Adventure
Gundam Battle Royale,2006.0,Action
Solitaire & Mahjong,2009.0,Puzzle
Zen-Nippon Pro Wrestling: Ouja no Kon,1999.0,Fighting
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",2008.0,Misc
Guilty Gear X,2001.0,Fighting
Deadliest Catch: Sea of Chaos,2010.0,Sports
Disney's PK: Out of the Shadows,2002.0,Platform
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,2010.0,Role-Playing
Echo Night,1998.0,Adventure
Wild ARMs 5 (jp sales),2006.0,Role-Playing
Gladiator Begins,2010.0,Action
Colony Wars III: Red Sun,2000.0,Simulation
Magic: The Gathering - Battlemage,1997.0,Strategy
The King of Fighters '94,1994.0,Fighting
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,2008.0,Adventure
Puzzle Quest 2,2010.0,Puzzle
All Kamen Rider: Rider Generation,2011.0,Action
The King of Fighters '98 Ultimate Match,2008.0,Fighting
Onechanbara: Bikini Zombie Slayers,2008.0,Action
Guardian's Crusade,1998.0,Role-Playing
Undead Knights,2009.0,Action
Final Fantasy XIV: Heavensward,2015.0,Action
MotoGP 3 - Official Game of MotoGP,2003.0,Racing
Makai Kingdom: Chronicles of the Sacred Tome,2005.0,Role-Playing
The Ant Bully,2006.0,Platform
Bomberman Party Edition,1998.0,Puzzle
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014.0,Misc
Eyeshield 21: Max Devil Power,2006.0,Role-Playing
O.D.T.: Escape... Or Die Trying,1997.0,Adventure
Record of Agarest War Zero,,Strategy
Lunar: Dragon Song,2005.0,Role-Playing
Break 'Em All,2005.0,Puzzle
Major League Baseball 2K8 Fantasy All-Stars,2008.0,Sports
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,,Strategy
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,2007.0,Shooter
San Goku Shi V,1996.0,Strategy
WRC 5: FIA World Rally Championship,2015.0,Sports
Daikaijyuu Monogatari II,1996.0,Role-Playing
Voodoo Vince,2003.0,Platform
Bodycount,2011.0,Shooter
Gundam Memories: Tatakai no Kioku,2011.0,Action
Kaijuu Busters,2009.0,Action
Neopets Petpet Adventures: The Wand of Wishing,2006.0,Adventure
Ferrari Challenge Trofeo Pirelli,2008.0,Racing
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,1995.0,Misc
Chase: Hollywood Stunt Driver,2002.0,Racing
The X Files: Resist or Serve,2004.0,Adventure
Mobile Suit Gundam Side Story: Missing Link,2014.0,Action
Saru! Get You! Million Monkeys,,Platform
Crush3D,2012.0,Platform
Zathura,2005.0,Adventure
Lovely Lisa,2007.0,Simulation
Medarot DS: Kabuto / Kuwagata Ver.,2010.0,Role-Playing
Mountain Sports,2009.0,Sports
The God of War Trilogy,2010.0,Action
Dance Paradise,2010.0,Misc
Blazblue: Continuum Shift Extend,2011.0,Fighting
Cel Damage,2001.0,Racing
Go! Sudoku,2005.0,Puzzle
My Chinese Coach,2008.0,Misc
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,2007.0,Misc
Atelier Annie: Alchemists of Sera Island,2009.0,Role-Playing
Breakdown,2004.0,Adventure
Rush,2006.0,Racing
Ecco the Dolphin,1992.0,Adventure
Looney Tunes: Sheep Raider,2001.0,Platform
Yard Sale Hidden Treasures: Sunnyville,2010.0,Puzzle
Harvest Moon 2 GBC,1999.0,Simulation
Lost in Shadow,2010.0,Platform
Cory in the House,2007.0,Action
McDROID,2011.0,Strategy
Gallop Racer 2000,2000.0,Sports
Macross Triangle Frontier,2011.0,Action
Petz Fantasy: Moonlight Magic,2010.0,Simulation
Gundam Breaker 3,2016.0,Action
My Farm Around the World,2008.0,Simulation
Fat Princess: Fistful of Cake,2010.0,Action
Zubo,2008.0,Misc
NFL QB Club 2001,2000.0,Sports
Earthworm Jim 3D,1999.0,Platform
Rocket: Robot on Wheels,1999.0,Platform
Densha De Go! 64,1999.0,Simulation
The Daring Game for Girls,,Adventure
Animal Genius,2007.0,Puzzle
Sega Soccer Slam,2002.0,Sports
Zenses: Rainforest,2008.0,Puzzle
Skate City Heroes,2008.0,Sports
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,2005.0,Racing
Mytran Wars,2009.0,Strategy
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,2011.0,Fighting
Gungnir: Mayari no Gunshin to Eiyuu Sensou,2011.0,Role-Playing
Dodge Racing: Charger vs Challenger,2009.0,Racing
Fate/Extra CCC,2013.0,Action
MTV Sports: Pure Ride,2000.0,Sports
Sonic Adventure 2,2001.0,Platform
Burning Road,1996.0,Racing
Slayers,1994.0,Role-Playing
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,2010.0,Strategy
IndyCar Series,2003.0,Racing
Space Chimps,2008.0,Platform
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,2005.0,Misc
Famicom Mini: TwinBee,2004.0,Shooter
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,2005.0,Misc
Gladiator: Sword of Vengeance,2003.0,Action
nail'd,2010.0,Racing
PixelJunk Monsters Deluxe,2010.0,Strategy
Ultimate Card Games,2003.0,Misc
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,2001.0,Sports
Lost Magic,2006.0,Role-Playing
Wallace & Gromit: Curse of the Were-Rabbit,2005.0,Adventure
Medarot 4: Kabuto / Kuwagata Version,2001.0,Role-Playing
Sacred 3,2014.0,Role-Playing
Vacation Isle: Beach Party,2010.0,Misc
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,2010.0,Shooter
Onimusha: Blade Warriors,2003.0,Fighting
Tecmo Bowl: Kickoff,2008.0,Sports
Akuji the Heartless,1998.0,Platform
7 Days to Die,2016.0,Action
Everybody Dance,2011.0,Misc
Psychonauts,2005.0,Platform
Uta no * Prince-Sama: All Star,2013.0,Action
HardBall 5,1996.0,Sports
Airborne Troops: Countdown to D-Day,2005.0,Shooter
MLB Inside Pitch 2003,2003.0,Sports
ArmA III,2013.0,Shooter
Marvel Trading Card Game,2007.0,Misc
One Piece: Super Grand Battle! X,2014.0,Fighting
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011.0,Action
Self-Defense Training Camp,2011.0,Sports
Battles of Prince of Persia,2005.0,Strategy
Deca Sports Extreme,2011.0,Sports
Cruis'n,2007.0,Racing
Hatsune Miku: Project Diva X,2016.0,Misc
Battle Arena Toshinden Remix,1994.0,Fighting
Assassin's Creed Chronicles,2016.0,Action
A.C.E.: Another Century's Episode Portable,2011.0,Simulation
Rodea the Sky Soldier,2015.0,Action
Peggle: Dual Shot,2009.0,Puzzle
Etrian Odyssey V,2016.0,Role-Playing
Crime Killer,1998.0,Racing
Dementium II,2010.0,Shooter
Don Bradman Cricket 14,2015.0,Sports
USA Today Crossword Challenge,2008.0,Puzzle
MegaTagmension Blanc + Neptune VS Zombies,2015.0,Action
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,1994.0,Fighting
SD Gundam G Generation-F.I.F,2001.0,Strategy
Jaws: Ultimate Predator,2011.0,Action
Raiden IV,2008.0,Shooter
Charm Girls Club: My Perfect Prom,2009.0,Simulation
Harukanaru Augusta 2: Masters,1993.0,Sports
Mobil 1 Rally Championship,2000.0,Racing
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,2002.0,Fighting
The Clique: Diss and Make Up,2009.0,Adventure
Love Live! School Idol Paradise,2014.0,Misc
Rugrats: Totally Angelica,2001.0,Adventure
Nightshade,2003.0,Action
NFL Tour,2008.0,Sports
CSI: Crime Scene Investigation,2004.0,Adventure
Makai Shin Trillion,2014.0,Role-Playing
Lost Horizon,2010.0,Adventure
Hanagumi Taisen Columns,1997.0,Puzzle
Power Pro Kun Pocket 14,2011.0,Sports
Get Up and Dance,2011.0,Misc
Merv Griffin's Crosswords,2008.0,Puzzle
Ultimate Puzzle Games: Sudoku Edition,2007.0,Puzzle
Tokyo Twilight Ghost Hunters,2014.0,Role-Playing
UN Squadron,1991.0,Shooter
Tecmo Super Bowl,1996.0,Sports
Lunar 2: Eternal Blue,1998.0,Role-Playing
NHL Powerplay '96,1996.0,Sports
Thousand Arms,1998.0,Role-Playing
Hyperdimension Neptunia Re;Birth 3,2014.0,Action
Barnyard,2006.0,Action
Stolen Song,1998.0,Adventure
Darkspore,2011.0,Role-Playing
Armored Core: Verdict Day,2013.0,Simulation
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,2008.0,Action
Harvey Birdman: Attorney at Law,2008.0,Adventure
DEATH NOTE: Kira Game,2007.0,Adventure
Sengoku Cyber: Fujimaru Jigokuhen,1995.0,Strategy
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,2007.0,Misc
ASH: Archaic Sealed Heat,2007.0,Role-Playing
Happy Feet Two,,Action
Dorabase 2: Nettou Ultra Stadium,2009.0,Sports
Center Ring Boxing,1994.0,Fighting
Puzzler World 2,2010.0,Puzzle
Die Hard: Vendetta,2002.0,Shooter
F1 2002,2002.0,Racing
Hasbro Family Game Night Fun Pack,2011.0,Misc
Dead Island Definitive Collection,2016.0,Action
GT Advance 2: Rally Racing,2001.0,Racing
Mystery P.I. - Portrait of a Thief,2008.0,Adventure
DOA 2: Dead or Alive 2 Hardcore,2000.0,Fighting
A Witch's Tale,2009.0,Role-Playing
Hollywood Squares,2010.0,Misc
Stronghold,2001.0,Strategy
Warhammer: Battle March,2008.0,Strategy
F1 Racing Championship,2000.0,Racing
Dead Man's Hand,2004.0,Shooter
Smash Cars,2003.0,Racing
NASCAR 07,2006.0,Racing
Pac 'n Roll,2005.0,Platform
Mechanic Master,2008.0,Puzzle
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,2005.0,Sports
Melty Blood: Act Cadenza,2006.0,Fighting
ToeJam & Earl III: Mission to Earth,2002.0,Action
Phantasy Star Collection,2002.0,Role-Playing
Doukoku Shoshite...,1998.0,Adventure
LEGO Knights' Kingdom,2004.0,Action
Retro Game Challenge,2007.0,Action
NBA Jam 2002,2002.0,Sports
Every Extend Extra,2006.0,Shooter
Shining Force NEO,2005.0,Role-Playing
Brain Quest: Grades 5 & 6,2008.0,Misc
Girl Time,2009.0,Simulation
Ultimate Mortal Kombat,2007.0,Fighting
Pocket Soccer League: Calciobit,2012.0,Sports
Primal Rage,1994.0,Fighting
Heart Catch PreCure! Oshare Collection,2010.0,Action
Taito Legends,2005.0,Misc
BoomBots,1999.0,Fighting
Monster Madness: Battle for Suburbia,2007.0,Shooter
World Championship Rugby,2004.0,Sports
Phantom Dust,2004.0,Action
Shinseiki Evangelion: Koutetsu no Girlfriend,1998.0,Adventure
Shin Sangoku Musou: Multi Raid 2,2010.0,Action
Taiko Drum Master: Tokumori!,2014.0,Misc
Growlanser Generations,2003.0,Role-Playing
Mega Man Battle Chip Challenge,2003.0,Misc
Desktop Tower Defense,2009.0,Strategy
Puyo Puyo Tetris,2014.0,Puzzle
The Settlers,2007.0,Action
My SAT Coach with The Princeton Review,2008.0,Misc
Family Fun Football,2009.0,Sports
Ring of Red,2000.0,Strategy
Cold Winter,2005.0,Shooter
International Track & Field 2000,1999.0,Sports
The Hardy Boys: Treasure on the Tracks,2009.0,Adventure
PDC World Championship Darts: Pro Tour,2010.0,Sports
Stubbs the Zombie in Rebel Without a Pulse,2005.0,Action
Batman: Dark Tomorrow,2003.0,Action
Ping Pals,2004.0,Misc
Fatal Frame: Maiden of Black Water,2014.0,Action
Blood Drive,2010.0,Racing
Jake Hunter Detective Story: Memories of the Past,2007.0,Adventure
Start the Party! Save the World,2011.0,Misc
Digimon World DS,2006.0,Role-Playing
Naruto Ultimate Collection,2008.0,Misc
The King of Fighters '99,2000.0,Fighting
Mass Destruction,1997.0,Shooter
Super Swing Golf Season 2,2007.0,Sports
Queen's Blade: Spiral Chaos,2009.0,Role-Playing
Jikkyou Powerful Pro Yakyuu '95,1994.0,Sports
Spy vs Spy,2005.0,Action
Coraline,2009.0,Action
Sega Touring Car Championship,1996.0,Racing
JASF: Jane's Advanced Strike Fighters,2011.0,Simulation
Cake Mania,2007.0,Puzzle
Cold Fear,2005.0,Action
Zangeki no Reginleiv,2010.0,Action
Stronghold Kingdoms,2011.0,Strategy
Fabulous Finds,2009.0,Puzzle
Vacation Sports,2009.0,Sports
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,2006.0,Misc
Pimp My Ride,2008.0,Racing
Invizimals: The Lost Tribes,2011.0,Action
Let's Play Garden,2010.0,Simulation
Murakumo: Renegade Mech Pursuit,2002.0,Shooter
Samurai Warriors 4-II,2015.0,Action
WireWay,2009.0,Adventure
Gun Metal,2002.0,Shooter
Just In Time Translations,2009.0,Misc
John Daly's ProStroke Golf,2010.0,Sports
The Hardy Boys: The Hidden Theft,2009.0,Adventure
Metal Slug 4 & 5,2005.0,Shooter
Pac-Man and the Ghostly Adventures 2,2014.0,Adventure
ECW Anarchy Rulz,1999.0,Fighting
InuYasha: A Feudal Fairy Tale,2002.0,Fighting
