,Name,Year,Genre,Global_Sales
4720,Final Fantasy XI: Chains of Promathia,2004.0,Role-Playing,0.25
4721,Choro Q2,1997.0,Racing,0.25
4722,Disney's A Christmas Carol,2009.0,Adventure,0.25
4723,Butt Ugly Martians: B.K.M. Battles,2002.0,Action,0.25
4724,Sorry! / Aggravation / Scrabble Junior,2005.0,Misc,0.25
4725,Driver '76,2007.0,Racing,0.25
4726,NBA Courtside 2002,2002.0,Sports,0.25
4727,Classic NES Series: Excitebike,2004.0,Racing,0.25
4728,Classic NES Series: Xevious,2004.0,Shooter,0.25
4729,Avatar: The Last Airbender - Into the Inferno,2008.0,Adventure,0.5700000000000001
4730,Disney's Planes,2013.0,Simulation,0.7
4731,Dora the Explorer: Journey to the Purple Planet,2005.0,Adventure,0.36
4732,Digimon World: Data Squad,2006.0,Role-Playing,0.24
4733,Jikkyou Powerful Pro Yakyuu 2001,2001.0,Sports,0.24
4734,Transformers: War for Cybertron (DS Version),2010.0,Shooter,0.24
4735,Mega Man X Collection,,Misc,0.37
4736,LEGO Ninjago: Shadow of Ronin,2015.0,Action,0.44999999999999996
4737,Avalon Code,2008.0,Role-Playing,0.24
4738,That's So Raven: Psychic on the Scene,2006.0,Adventure,0.24
4739,Tongari Boushi to Oshare na Mahou Tsukai,2011.0,Action,0.24
4740,Panzer General,1995.0,Strategy,0.24
4741,Broken Sword: Shadow of the Templars - The Director's Cut,2009.0,Adventure,0.24
4742,Gallop Racer (JP),1996.0,Sports,0.24
4743,Spawn the Eternal,1997.0,Action,0.24
4744,MLB,2005.0,Sports,0.24
4745,Command & Conquer 3: Kane's Wrath,2008.0,Strategy,0.26
4746,Dreamcast Collection,2011.0,Misc,0.24
4747,Corpse Party: Blood Drive,2014.0,Adventure,0.24
4748,Disney Stitch Jam,2009.0,Misc,0.24
4749,Britney's Dance Beat,2002.0,Misc,0.45999999999999996
4750,Guitar Freaks,1999.0,Simulation,0.24
4751,World Soccer Winning Eleven 7,2003.0,Sports,0.24
4752,Ace Combat: Assault Horizon Legacy,2011.0,Simulation,0.24
4753,Namco Tennis Smash Court,1995.0,Sports,0.24
4754,Vexx,2003.0,Platform,0.4
4755,Marvel vs. Capcom Origins,2006.0,Fighting,0.24
4756,Pro Yaky? Spirits 2011,2011.0,Sports,0.49
4757,Imagine: Teacher Class Trip,2009.0,Adventure,0.24
4758,TimeSplitters: Future Perfect,2005.0,Shooter,0.48
4759,Final Fantasy Fables: Chocobo Tales,2006.0,Adventure,0.24
4760,Genma Onimusha,2002.0,Action,0.24
4761,DK: King of Swing,2005.0,Platform,0.24
4762,K-1 Revenge,1997.0,Fighting,0.24
4763,G-Police,1997.0,Action,0.24
4764,Pure Futbol,2010.0,Sports,0.42
4765,Atelier Meruru: Alchemist of Arland 3,2011.0,Role-Playing,0.3
4766,Deca Sports 3,2010.0,Sports,0.24
4767,Midway Arcade Treasures: Extended Play,2005.0,Misc,0.24
4768,Bass Pro Shops: The Hunt,2010.0,Sports,0.32999999999999996
4769,"What Did I Do to Deserve This, My Lord!? 2",2008.0,Role-Playing,0.24
4770,Boogie SuperStar,2008.0,Misc,0.24
4771,Rock Band Track Pack Volume 1,2008.0,Misc,0.37
4772,Super Monkey Ball Deluxe,2005.0,Misc,0.39
4773,Stella Glow,2015.0,Role-Playing,0.24
4774,Dancing With The Stars,2007.0,Misc,0.4
4775,Summon Night 3,2003.0,Role-Playing,0.36
4776,Pro Yaky? Spirits 2010,2010.0,Sports,0.55
4777,Megamind: Mega Team Unite,2010.0,Adventure,0.24
4778,PDC World Championship Darts 2008,2008.0,Sports,0.27
4779,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,2006.0,Misc,0.24
4780,Azurik: Rise of Perathia,2001.0,Action,0.24
4781,Luminous Arc,2007.0,Role-Playing,0.24
4782,All Grown Up!: Game Boy Advance Video Volume 1,2004.0,Misc,0.24
4783,The Lord of the Rings: Aragorn's Quest,2010.0,Action,0.71
4784,Paws & Claws: Pet Resort,2008.0,Simulation,0.51
4785,Grand Slam Tennis 2,2012.0,Sports,0.43
4786,Sakura Wars: Atsuki Chishio Ni,2003.0,Role-Playing,0.24
4787,Ms. Pac-Man: Maze Madness / Pac-Man World,2005.0,Puzzle,0.24
4788,NHRA Championship Drag Racing,2005.0,Racing,0.24
4789,The Price is Right 2010 Edition,2009.0,Misc,0.37
4790,Monster Jam,2007.0,Racing,0.75
4791,Valhalla Knights,2006.0,Role-Playing,0.24
4792,Harvest Moon: Another Wonderful Life,2004.0,Role-Playing,0.24
4793,The Godfather (US & Others sales),2006.0,Action,0.24
4794,Jikkyou Powerful Pro Yakyuu 15,2008.0,Sports,0.32
4795,Front Line,1981.0,Action,0.24
4796,Paperboy,1999.0,Action,0.24
4797,Midway's Greatest Arcade Hits Volume 1,2000.0,Misc,0.24
4798,Road Rash 64,1999.0,Racing,0.24
4799,Army Men: Air Combat,2000.0,Action,0.24
4800,Rock Band Track Pack Volume 2,2008.0,Misc,0.6699999999999999
4801,NCAA College Basketball 2K3,2002.0,Sports,0.38
4802,Mobile Suit Gundam Battlefield Record U.C.0081,2009.0,Action,0.24
4803,Lucky Luke,1998.0,Platform,0.24
4804,Ashes Cricket 2009,2009.0,Sports,0.61
4805,Ghost Rider,2007.0,Action,0.24
4806,Tony Hawk's American Sk8land,2005.0,Sports,0.44999999999999996
4807,Amazing Adventures: The Forgotten Ruins,2008.0,Adventure,0.24
4808,Densetsu no Stafi 3,2004.0,Platform,0.24
4809,Forsaken,1998.0,Shooter,0.24
4810,Ratchet & Clank: Going Commando (JP weekly sales),2003.0,Action,0.24
4811,Pictionary: Ultimate Edition,2011.0,Misc,0.48
4812,Dance Dance Revolution: Disney Channel Edition,2008.0,Simulation,0.24
4813,DiRT Showdown,2012.0,Racing,0.43
4814,Divinity II: Ego Draconis,2009.0,Role-Playing,0.32
4815,Checkers,1980.0,Misc,0.24
4816,Front Mission: Gun Hazard,1996.0,Role-Playing,0.24
4817,Hello Kitty Seasons,2010.0,Adventure,0.24
4818,Chibi-Robo! Zip Lash,2015.0,Platform,0.24
4819,4x4 EVO 2,2001.0,Racing,0.38
4820,XS Airboat Racing,2002.0,Racing,0.24
4821,Lunar: Silver Star Harmony,2009.0,Role-Playing,0.24
4822,Sherlock Holmes and the Mystery of Osborne House,2010.0,Adventure,0.24
4823,Dora the Explorer: Super Star Adventures,2004.0,Adventure,0.24
4824,Viva Pinata: Party Animals,2007.0,Misc,0.24
4825,Scrabble (Others sales),2009.0,Puzzle,0.24
4826,My Street,2003.0,Misc,0.24
4827,Wild 9,1998.0,Action,0.24
4828,Shadow Hearts: Covenant,2004.0,Role-Playing,0.24
4829,Angry Birds,2011.0,Puzzle,0.24
4830,Risen 2: Dark Waters,2012.0,Role-Playing,0.62
4831,Game & Wario,2013.0,Misc,0.24
4832,PGA Tour 96,1995.0,Sports,0.24
4833,Onechanbara Z2: Chaos,2014.0,Action,0.24
4834,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,2009.0,Role-Playing,0.24
4835,Covert Ops: Nuclear Dawn,2000.0,Action,0.24
4836,DanceDanceRevolution II,,Misc,0.24
4837,TrackMania: Build to Race,2010.0,Racing,0.24
4838,Nintendo Presents: Crossword Collection,2009.0,Puzzle,0.24
4839,Galaga: Destination Earth,2000.0,Shooter,0.24
4840,G.I. Joe: The Rise of Cobra,2009.0,Action,1.09
4841,Ar tonelico Qoga: Knell of Ar Ciel,2010.0,Role-Playing,0.24
4842,Polly Pocket: Super Splash Island,2003.0,Action,0.24
4843,Tony Hawk's Downhill Jam,,Sports,0.45999999999999996
4844,Sesame Street: Elmo's Number Journey,1998.0,Misc,0.43
4845,Rampage,1988.0,Action,0.24
4846,Dark Cavern,1981.0,Shooter,0.24
4847,Jewels of the Tropical Lost Island,2010.0,Puzzle,0.24
4848,Afro Samurai,2009.0,Action,0.44
4849,Sands of Destruction,2008.0,Role-Playing,0.24
4850,Silent Hill: Book of Memories,2012.0,Action,0.24
4851,Lunar Knights,2006.0,Role-Playing,0.24
4852,The Walking Dead: Season Two,2014.0,Adventure,0.87
4853,Naruto: Path of the Ninja 2,2006.0,Role-Playing,0.23
4854,Wallace & Gromit in Project Zoo,2003.0,Platform,0.33
4855,Karaoke Revolution Volume 2,2004.0,Misc,0.23
4856,Wizards of Waverly Place: Spellbound,2010.0,Misc,0.23
4857,Love Plus +,2010.0,Simulation,0.23
4858,Etrian Mystery Dungeon,2015.0,Role-Playing,0.23
4859,Mobile Suit Gundam: Climax U.C.,2006.0,Action,0.23
4860,Street Fighter EX2 Plus,1998.0,Fighting,0.23
4861,The Smurfs 2,2013.0,Platform,0.66
4862,Big Family Games,2009.0,Misc,0.23
4863,Big Beach Sports 2,,Sports,0.23
4864,Jet X20,,Racing,0.23
4865,Super Robot Taisen D,2003.0,Strategy,0.23
4866,Buffy the Vampire Slayer,2002.0,Action,0.23
4867,Saint Seiya: Sanctuary Battle,2011.0,Action,0.23
4868,Girls Mode 3: Kirakira Code,2015.0,Action,0.23
4869,Meteos,2005.0,Puzzle,0.23
4870,Cross Edge,2008.0,Role-Playing,0.23
4871,Hotel for Dogs,2008.0,Simulation,0.28
4872,Me & My Katamari,2005.0,Puzzle,0.23
4873,Asphalt: Injection,2011.0,Action,0.23
4874,Total War: Attila,2015.0,Strategy,0.23
4875,World Series Baseball,2002.0,Sports,0.27
4876,SingStar Pop Edition,2009.0,Misc,0.23
4877,Test Drive: Eve of Destruction,2004.0,Racing,0.32
4878,Dynasty Warriors: Gundam Reborn,2013.0,Action,0.36
4879,Carnival Island,2011.0,Misc,0.23
4880,Jeremy McGrath Supercross World,2001.0,Racing,0.35
4881,M&M's Kart Racing,2007.0,Racing,0.35
4882,Rock Band Track Pack: Classic Rock,2009.0,Misc,0.61
4883,The Scorpion King: Rise of the Akkadian,2002.0,Action,0.34
4884,Let's Make a Soccer Team!,2006.0,Sports,0.23
4885,All-Star Baseball 2001,2000.0,Sports,0.23
4886,Pitfall: The Big Adventure,2008.0,Adventure,0.23
4887,Worms: Battle Islands,2010.0,Strategy,0.23
4888,ESPN NHL Hockey,2003.0,Sports,0.34
4889,Harvest Moon GB,1997.0,Simulation,0.23
4890,Imagine: Detective,2009.0,Simulation,0.23
4891,NCAA GameBreaker 2003,2002.0,Sports,0.23
4892,Gundam Battle Assault,1998.0,Fighting,0.23
4893,Virtua Fighter Kids,1995.0,Fighting,0.23
4894,Lunar: Silver Star Story,1996.0,Role-Playing,0.23
4895,Age of Empires: The Age of Kings,2006.0,Strategy,0.23
4896,What's Cooking? Jamie Oliver,2008.0,Simulation,0.23
4897,Tom Clancy's Rainbow Six: Rogue Spear,2001.0,Shooter,0.34
4898,NHL FaceOff 2001,2000.0,Sports,0.43000000000000005
4899,Ultimate Duck Hunting: Hunting & Retrieving Ducks,2007.0,Sports,0.23
4900,Yu-Gi-Oh! GX: Duel Academy,2005.0,Misc,0.23
4901,Tribes: Aerial Assault,,Shooter,0.23
4902,Colony Wars: Vengeance,1998.0,Simulation,0.23
4903,Last Window: The Secret of Cape West,2010.0,Adventure,0.23
4904,Yu-Gi-Oh! GX: Tag Force 3,2008.0,Strategy,0.23
4905,I Love Horses,2008.0,Simulation,0.23
4906,Karaoke Revolution Glee 2: Road to Regionals,2011.0,Misc,0.23
4907,The King of Fighters '95 (CD),1994.0,Fighting,0.23
4908,Perfect Weapon,1996.0,Action,0.23
4909,Luminous Arc 2,2008.0,Role-Playing,0.23
4910,Deadly Creatures,2009.0,Action,0.23
4911,Airblade,2001.0,Sports,0.23
4912,Mega Man & Bass,2002.0,Platform,0.23
4913,NBA Live 15,2014.0,Sports,0.43000000000000005
4914,Puss in Boots,2011.0,Action,0.65
4915,Family Fest presents: Movie Games,2008.0,Action,0.23
4916,AKB1/149: Love Election,2012.0,Adventure,0.38
4917,Tetris 2 (weekly jp sales),1992.0,Puzzle,0.23
4918,Pro Yakyuu Team o Tsukurou! 2,2003.0,Sports,0.34
4919,Musou Orochi Z,2009.0,Action,0.23
4920,World Series of Poker 2008: Battle for the Bracelets,2007.0,Misc,0.49
4921,Naruto Shippuden: Ninja Council 4,2007.0,Action,0.23
4922,Genji: Dawn of the Samurai,2005.0,Action,0.23
4923,Rocket League,2016.0,Sports,0.37
4924,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,2009.0,Adventure,0.23
4925,Critical Depth,1997.0,Action,0.23
4926,Tales of VS.,2009.0,Fighting,0.23
4927,Saka-Tsuku DS: Touch and Direct,2008.0,Sports,0.23
4928,Super Swing Golf,2006.0,Sports,0.23
4929,The Italian Job,2003.0,Racing,0.34
4930,Mega Man Battle Network 5: Team Colonel / Protoman,2004.0,Role-Playing,0.23
4931,Barbie and the Three Musketeers,2009.0,Adventure,0.36
4932,Star Ocean,1996.0,Role-Playing,0.23
4933,Naruto: Ninja Council 2 European Version,2005.0,Fighting,0.23
4934,Soldier of Fortune II: Double Helix,2003.0,Shooter,0.23
4935,Final Fantasy XI: Treasures of Aht Urhgan,2006.0,Role-Playing,0.23
4936,Alundra,1997.0,Role-Playing,0.23
4937,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010.0,Sports,0.48
4938,Super R-Type,1991.0,Shooter,0.23
4939,Rampage 2: Universal Tour,1998.0,Action,0.45
4940,BlowOut,2003.0,Shooter,0.28
4941,NFL Blitz Pro,2003.0,Sports,0.3
4942,TRON: Evolution - Battle Grids,2010.0,Racing,0.23
4943,The Raiden Project,1995.0,Shooter,0.23
4944,Hooked! Real Motion Fishing,2007.0,Sports,0.23
4945,Pocket Fighter,1997.0,Fighting,0.26
4946,Bicycle Casino 2005,2004.0,Misc,0.23
4947,Valhalla Knights 2,2008.0,Role-Playing,0.23
4948,.hack//G.U. Vol.2//Reminisce,2006.0,Role-Playing,0.23
4949,Disgaea: Afternoon of Darkness,2006.0,Role-Playing,0.23
4950,Ratchet & Clank: Full Frontal Assault,2012.0,Adventure,0.24000000000000002
4951,Family Party: 30 Great Games Winter Fun,2010.0,Sports,0.23
4952,NCAA GameBreaker 2004,2003.0,Sports,0.23
4953,101-in-1 Party Megamix Wii,2009.0,Misc,0.23
4954,The Polar Express,2004.0,Adventure,0.53
4955,Dinosaur King,2007.0,Strategy,0.23
4956,Buzz! Junior: RoboJam,2007.0,Misc,0.23
4957,All Star Karate,2010.0,Action,0.23
4958,Tetris Attack,1996.0,Puzzle,0.38
4959,NBA ShootOut 2003,2002.0,Sports,0.23
4960,The Magic School Bus: Oceans,2011.0,Adventure,0.23
4961,Shin Nippon Pro Wrestling: Toukon Retsuden 3,1998.0,Fighting,0.23
4962,Senran Kagura: Estival Versus,2015.0,Action,0.4
4963,Digimon World DS (JP sales),2006.0,Role-Playing,0.23
4964,NHL FaceOff 2003,2002.0,Sports,0.23
4965,Jersey Devil,1997.0,Platform,0.23
4966,Rogue Ops,2003.0,Action,0.41000000000000003
4967,NBA Street: Showdown,2005.0,Sports,0.23
4968,3rd Super Robot Wars Z Jigoku Hen,2014.0,Role-Playing,0.42000000000000004
4969,Petz Monkeyz House,2008.0,Simulation,0.23
4970,Legion: The Legend of Excalibur,2002.0,Action,0.22
4971,FaceBreaker K.O. Party,2008.0,Fighting,0.22
4972,Justice League Heroes,2006.0,Role-Playing,0.31
4973,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,2011.0,Action,0.22
4974,Yu-Gi-Oh! GX: Spirit Caller (American Sales),2006.0,Misc,0.22
4975,Sword Art Online: Infinity Moment,2013.0,Role-Playing,0.22
4976,Spartan: Total Warrior,2005.0,Action,0.42000000000000004
4977,Killer is Dead,2013.0,Action,0.33999999999999997
4978,EX Monopoly,2001.0,Misc,0.22
4979,64 de Hakken! Tamagotchi Minna de Tamagotchi World,1997.0,Misc,0.22
4980,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,2003.0,Misc,0.44
4981,Deadly Duck,1981.0,Shooter,0.22
4982,Assault,1982.0,Action,0.22
4983,Reactor,1981.0,Action,0.22
4984,Ys Seven,2009.0,Role-Playing,0.22
4985,Gundam Battle Chronicle,2007.0,Action,0.22
4986,Danball Senki Boost,2011.0,Action,0.22
4987,Kidz Bop Dance Party! The Video Game,2010.0,Misc,0.22
4988,Whirl Tour,2002.0,Sports,0.27
4989,Time Crisis: Crisis Zone,2004.0,Shooter,0.22
4990,Momotarou Dentetsu 15,2005.0,Misc,0.22
4991,Discovery Kids: Dolphin Discovery,2008.0,Simulation,0.22
4992,Hatsune Miku: Project Mirai 2,2013.0,Action,0.22
4993,Skies of Arcadia Legends,2002.0,Role-Playing,0.22
4994,Cloudy With a Chance of Meatballs,2009.0,Platform,0.62
4995,Sengoku Basara 3 Utage,2011.0,Action,0.35
4996,Breath of Fire,2001.0,Role-Playing,0.22
4997,Ragnarok DS,2008.0,Role-Playing,0.22
4998,Ford vs. Chevy,2005.0,Racing,0.3
4999,Hamtaro: Ham-Ham Games,2004.0,Sports,0.22
5000,Danny Phantom: The Ultimate Enemy,2005.0,Action,0.22
5001,Petz Rescue: Endangered Paradise,2008.0,Adventure,0.22
5002,MotoGP 09/10,2010.0,Racing,0.39
5003,Rune Factory: Tides of Destiny,2011.0,Role-Playing,0.43
5004,A Boy and His Blob,2009.0,Platform,0.22
5005,Battleborn,2016.0,Shooter,0.42000000000000004
5006,Move Fitness,,Sports,0.22
5007,Atelier Escha & Logy: Alchemists of the Dusk Sky,2013.0,Role-Playing,0.26
5008,Hidden Mysteries: Buckingham Palace,2010.0,Puzzle,0.22
5009,Crazy Climber,1981.0,Action,0.22
5010,Super Adventure Island,1992.0,Platform,0.22
5011,Bust-A-Move 4,1998.0,Puzzle,0.22
5012,NFL Quarterback Club 97,1996.0,Sports,0.22
5013,Galactic Wrestling: Featuring Ultimate Muscle,2004.0,Fighting,0.22
5014,Petz: Horse Club,2008.0,Misc,0.22
5015,Dino Stalker,2002.0,Shooter,0.22
5016,Rapala's Fishing Frenzy,2008.0,Sports,0.22
5017,Mobile Suit Gundam Seed,2003.0,Action,0.22
5018,Mega Man Zero 3,2004.0,Platform,0.22
5019,Hitman: HD Trilogy,2013.0,Action,0.4
5020,Aliens vs Predator: Requiem,2007.0,Action,0.22
5021,Castlevania: Lords of Shadow 2,2014.0,Action,0.36
5022,KORG DS-10 Synthesizer,2008.0,Misc,0.22
5023,Tenchu: Shadow Assassins,2008.0,Action,0.33999999999999997
5024,Barbie Super Sports,1999.0,Sports,0.22
5025,CSI: Fatal Conspiracy,2010.0,Adventure,0.62
5026,Nicktoons Collection: Game Boy Advance Video Volume 2,2004.0,Misc,0.22
5027,Dungeon Hunter Alliance,2012.0,Action,0.22
5028,Duel Masters: Kaijudo Showdown,2004.0,Misc,0.22
5029,Imagine: Boutique Owner,2009.0,Simulation,0.22
5030,Cursed Mountain,2009.0,Adventure,0.22
5031,Mega Man 64,2000.0,Action,0.22
5032,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),1996.0,Sports,0.22
5033,Ms. Pac-Man: Maze Madness,2000.0,Puzzle,0.22
5034,Tales of Graces,2009.0,Role-Playing,0.22
5035,Age of Empires: Mythologies,2008.0,Strategy,0.22
5036,Viewtiful Joe 2,2004.0,Action,0.43
5037,Where's Waldo? The Fantastic Journey,2009.0,Adventure,0.41000000000000003
5038,ATV Quad Kings,2009.0,Racing,0.33
5039,Jewel Quest: Expeditions,2007.0,Puzzle,0.22
5040,NBA Jam Extreme,1996.0,Sports,0.22
5041,Dragon Ball: Origins (JP & incomplete US sales),2008.0,Adventure,0.22
5042,Touch the Dead,2007.0,Shooter,0.22
5043,Tropico 3,2009.0,Strategy,0.27
5044,NHL Championship 2000,1998.0,Sports,0.22
5045,Shellshock: Nam '67,2004.0,Shooter,0.22
5046,Kartia: The Word of Fate,1998.0,Strategy,0.22
5047,Tales of Berseria,2016.0,Role-Playing,0.33
5048,Magna Carta: Tears of Blood,2004.0,Role-Playing,0.22
5049,Lethal Skies Elite Pilot: Team SW,2001.0,Simulation,0.22
5050,Capcom vs. SNK,2000.0,Fighting,0.22
5051,NBA Live 09 All-Play,2008.0,Sports,0.22
5052,Infinite Space,2009.0,Role-Playing,0.22
5053,Yoostar2,2011.0,Misc,0.33
5054,Transformers: Devastation,2015.0,Action,0.58
5055,Tamagotchi no KiraKira Omisecchi,2008.0,Misc,0.22
5056,NFL Quarterback Club 2002,2001.0,Sports,0.27
5057,Kirby's Star Stacker,1997.0,Puzzle,0.22
5058,Full Auto,2006.0,Shooter,0.22
5059,Growlanser: Heritage of War,2006.0,Role-Playing,0.22
5060,Shin Megami Tensei x Fire Emblem,2015.0,Role-Playing,0.22
5061,Rugby 2004,2003.0,Sports,0.22
5062,Disney's Magical Quest Starring Mickey and Minnie,2002.0,Action,0.22
5063,Spirit Camera: The Cursed Memoir,2012.0,Adventure,0.22
5064,Naruto: Ninja Council,2003.0,Action,0.22
5065,Shin Megami Tensei: Persona,2009.0,Role-Playing,0.22
5066,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007.0,Adventure,0.22
5067,Jikkyou Powerful Major League,2006.0,Sports,0.26
5068,Saltwater Sportfishing,2001.0,Sports,0.22
5069,Yoshi Touch & Go (JP sales),2005.0,Platform,0.22
5070,Samurai Jack: The Amulet of Time,2003.0,Platform,0.22
5071,Pass the Pigs,2008.0,Misc,0.22
5072,J-League Winning Eleven 2008: Club Championship,2008.0,Sports,0.22
5073,Jackie Chan: Stuntmaster,1999.0,Action,0.22
5074,Sports Car GT,1999.0,Racing,0.22
5075,Lost Planet 3,2013.0,Shooter,0.38
5076,Order Up!,2008.0,Misc,0.22
5077,Code Name: S.T.E.A.M.,2015.0,Strategy,0.22
5078,SBK X: Superbike World Championship,2010.0,Racing,0.41000000000000003
5079,NBA Live 14,2013.0,Sports,0.41000000000000003
5080,Kanzen Chuuki Pro Yakyuu Greatest Nine,1995.0,Sports,0.22
5081,Summer Athletics: The Ultimate Challenge (Others sales),2008.0,Sports,0.22
5082,Over G Fighters,2006.0,Simulation,0.22
5083,Sailor Moon,1993.0,Action,0.22
5084,Apache: Air Assault,2010.0,Simulation,0.42000000000000004
5085,Herdy Gerdy,2002.0,Adventure,0.22
5086,EVE Online,2003.0,Role-Playing,0.22
5087,Digimon World Re:Digitize,2012.0,Action,0.22
5088,Ninja Gaiden: Dragon Sword,2008.0,Action,0.22
5089,Ride,2015.0,Racing,0.45
5090,Blue Dragon Plus,2008.0,Role-Playing,0.22
5091,NBA in the Zone 2000,2000.0,Sports,0.25
5092,Dark Summit,2001.0,Sports,0.36
5093,Afrika,2008.0,Adventure,0.21
5094,Cabela's Big Game Hunter: Ultimate Challenge,2001.0,Sports,0.21
5095,The Legend of Heroes: Trails in the Sky First Chapter,2006.0,Role-Playing,0.32
5096,Are You Smarter Than a 5th Grader? Back to School,2010.0,Misc,0.3
5097,Steins;Gate,2013.0,Adventure,0.54
5098,The Dukes of Hazzard: Return of the General Lee,2004.0,Racing,0.29
5099,Pandemonium!,1996.0,Platform,0.21
5100,SingStar: Back to the 80s,2011.0,Misc,0.21
5101,Crash 'N' Burn,2004.0,Racing,0.3
5102,NBA,2005.0,Sports,0.21
5103,Pro Yakyuu Greatest Nine '97,1997.0,Sports,0.21
5104,Final Fantasy Fables: Chocobo's Dungeon,2007.0,Role-Playing,0.21
5105,Dorabase DS: Dramatic Stadium,2007.0,Sports,0.21
5106,Disaster Report,2002.0,Action,0.21
5107,EVE: burst error,1997.0,Adventure,0.21
5108,We Sing Robbie Williams,2010.0,Misc,0.21
5109,Backyard NFL Football '09,2008.0,Sports,0.46
5110,Akiba's Trip: Undead & Undressed,2013.0,Action,0.43
5111,College Hoops 2K7,2006.0,Sports,0.39
5112,Big League Sports,2011.0,Sports,0.31
5113,WCW Backstage Assault,1999.0,Action,0.35
5114,Baja: Edge of Control,2008.0,Racing,0.41000000000000003
5115,Wild Wild Racing,2000.0,Racing,0.21
5116,Magician's Quest: Town of Magic,2012.0,Simulation,0.21
5117,The Bard's Tale,2004.0,Role-Playing,0.31
5118,Momotarou Dentetsu 16,2006.0,Misc,0.31
5119,Robotech: The Macross Saga,2002.0,Shooter,0.21
5120,Yu Yu Hakusho: Dark Tournament,,Fighting,0.21
5121,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,2010.0,Action,0.21
5122,Conflict Zone,2002.0,Strategy,0.21
5123,de Blob 2,2011.0,Platform,0.6599999999999999
5124,50 Cent: Blood on the Sand,2009.0,Shooter,0.4
5125,Tenchu: Return From Darkness,2004.0,Action,0.21
5126,World Poker Tour,2005.0,Misc,0.32
5127,Neo Contra,2004.0,Shooter,0.21
5128,MVP Baseball,2005.0,Sports,0.21
5129,GRID Autosport,2014.0,Racing,0.33999999999999997
5130,Ghostbusters II,,Action,0.21
5131,Breakaway IV,,Puzzle,0.21
5132,RealSports Baseball,1981.0,Sports,0.21
5133,Now! That's What I Call Music: Dance & Sing,2011.0,Misc,0.21
5134,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,2011.0,Strategy,0.21
5135,Quake III: Revolution,2001.0,Shooter,0.21
5136,Pac-Man World 3,2005.0,Platform,0.71
5137,Naruto: Clash of Ninja (JP sales),2003.0,Fighting,0.21
5138,NOëL: NOT DiGITAL,1996.0,Adventure,0.21
5139,Transformer: Rise of the Dark Spark,2014.0,Action,0.6900000000000001
5140,Dragon Ball Z Hyper Dimension,1995.0,Fighting,0.21
5141,Senran Kagura 2: Deep Crimson,2014.0,Action,0.21
5142,Champion Jockey: G1 Jockey & Gallop Racer,2011.0,Sports,0.38
5143,HBO Boxing,2000.0,Fighting,0.21
5144,Yoga Wii,2009.0,Sports,0.21
5145,Cabela's Survival: Shadows of Katmai,2011.0,Sports,0.59
5146,Prince of Persia: Revelations,2005.0,Adventure,0.21
5147,Front Mission 5: Scars of the War,2005.0,Strategy,0.21
5148,Maximo vs Army of Zin,2003.0,Platform,0.21
5149,The Fairly OddParents: Breakin' Da Rules,2003.0,Platform,0.21
5150,Namco Museum Megamix,2010.0,Misc,0.21
5151,Wedding Dash,2009.0,Action,0.21
5152,Hot Shots Tennis: Get a Grip,2010.0,Sports,0.21
5153,Summoner 2,2002.0,Role-Playing,0.21
5154,The Land Before Time: Big Water Adventure,2002.0,Platform,0.21
5155,Shadow of Destiny,2001.0,Adventure,0.3
5156,Valkyria Chronicles III: Unrecorded Chronicles,,Strategy,0.21
5157,ClayFighter 63 1/3,1997.0,Fighting,0.21
5158,Cruis'n Exotica,2000.0,Racing,0.21
5159,Heroes of Ruin,2012.0,Role-Playing,0.21
5160,Bastard!! Utsuro Naru Kamigami no Utsuwa,1996.0,Role-Playing,0.21
5161,The King of Fighters '96,1996.0,Fighting,0.35
5162,WRC: FIA World Rally Championship,,Racing,0.38
5163,Angel Blade: Neo Tokyo Guardians,1997.0,Role-Playing,0.21
5164,Threads of Fate,1999.0,Role-Playing,0.21
5165,PoPoLoCrois Monogatari II,2000.0,Role-Playing,0.21
5166,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,2004.0,Platform,0.21
5167,Vampire Rain,2007.0,Action,0.21
5168,Deus Ex: The Conspiracy,2002.0,Action,0.21
5169,Unreal II: The Awakening,2004.0,Shooter,0.21
5170,Rumble Racing,2001.0,Racing,0.21
5171,Disgaea D2: A Brighter Darkness,2013.0,Role-Playing,0.21
5172,Just Dance: Greatest Hits,2012.0,Misc,0.21
5173,J-League Winning Eleven 10 + Europa League 06-07,2006.0,Sports,0.21
5174,Shrek: Reekin' Havoc,2003.0,Platform,0.21
5175,Solatorobo: Red the Hunter,2010.0,Role-Playing,0.21
5176,Tales of Phantasia: Narikiri Dungeon X,2010.0,Role-Playing,0.21
