Name,Year,Genre,Global_Sales,Total
Bastard!! Utsuro Naru Kamigami no Utsuwa,1996.0,Role-Playing,0.21,12.6
The King of Fighters '96,1996.0,Fighting,0.35,21.0
WRC: FIA World Rally Championship,,Racing,0.38,22.8
Angel Blade: Neo Tokyo Guardians,1997.0,Role-Playing,0.21,12.6
Threads of Fate,1999.0,Role-Playing,0.21,12.6
PoPoLoCrois Monogatari II,2000.0,Role-Playing,0.21,12.6
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,2004.0,Platform,0.21,12.6
Vampire Rain,2007.0,Action,0.21,12.6
Deus Ex: The Conspiracy,2002.0,Action,0.21,12.6
Unreal II: The Awakening,2004.0,Shooter,0.21,12.6
Rumble Racing,2001.0,Racing,0.21,12.6
Disgaea D2: A Brighter Darkness,2013.0,Role-Playing,0.21,12.6
Just Dance: Greatest Hits,2012.0,Misc,0.21,12.6
J-League Winning Eleven 10 + Europa League 06-07,2006.0,Sports,0.21,12.6
Shrek: Reekin' Havoc,2003.0,Platform,0.21,12.6
Solatorobo: Red the Hunter,2010.0,Role-Playing,0.21,12.6
Tales of Phantasia: Narikiri Dungeon X,2010.0,Role-Playing,0.21,12.6
JSRF: Jet Set Radio Future,2002.0,Action,0.21,12.6
The Last Airbender,2010.0,Action,0.39,23.400000000000002
StokEd,2009.0,Sports,0.21,12.6
Rollcage,1999.0,Racing,0.21,12.6
ESPN Winter X Games: Snowboarding 2002,2000.0,Sports,0.24,14.399999999999999
Project: Snowblind,2005.0,Action,0.32,19.2
Tony Hawk's Motion,2008.0,Sports,0.21,12.6
Super Robot Taisen K,2009.0,Strategy,0.21,12.6
Mortal Kombat: Special Forces,2000.0,Fighting,0.21,12.6
Dragon Ball Z: Harukanaru Densetsu,2007.0,Role-Playing,0.21,12.6
I Spy: Castle,2011.0,Puzzle,0.21,12.6
Shin Megami Tensei: Persona 3 (jp sales),2006.0,Role-Playing,0.21,12.6
Greg Hastings Paintball 2,2010.0,Shooter,0.38,22.8
Evil Dead: Regeneration,2005.0,Action,0.29,17.4
Marvel Super Hero Squad: Comic Combat,2011.0,Action,0.59,35.4
X-Men: Children of the Atom,1995.0,Fighting,0.31,18.6
Barbie Fashion Show: An Eye for Style,2008.0,Misc,0.21,12.6
Tiger Woods PGA Tour,2005.0,Sports,0.36,21.599999999999998
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,1998.0,Adventure,0.21,12.6
NHL 2K3,2002.0,Sports,0.35,21.0
Heisei Kyouiku linkai DS,2006.0,Misc,0.21,12.6
SpongeBob SquarePants: Game Boy Advance Video Volume 3,2004.0,Misc,0.21,12.6
The Naked Brothers Band: The Video Game,2008.0,Misc,0.5800000000000001,34.800000000000004
Final Fight One,2001.0,Fighting,0.21,12.6
Gallop Racer 2003: A New Breed,2002.0,Sports,0.21,12.6
BeyBlade VForce: Super Tournament Battle,2002.0,Action,0.21,12.6
Little Battlers eXperience: Baku Boost,2012.0,Action,0.21,12.6
Anarchy Reigns,2012.0,Action,0.38,22.8
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,2011.0,Sports,0.21,12.6
Bugs Bunny & Taz: Time Busters,2000.0,Adventure,0.21,12.6
Kung Fu Rider,2010.0,Action,0.21,12.6
Jikkyou Powerful Pro Yakyuu 2012,2012.0,Action,0.44999999999999996,26.999999999999996
Power Rangers: Wild Force,2002.0,Action,0.21,12.6
The Wolf Among Us,2014.0,Adventure,0.49,29.4
Battle of Giants: Dinosaurs Strike,2010.0,Strategy,0.2,12.0
Attack on Titan (KOEI),2016.0,Action,0.42000000000000004,25.200000000000003
Discovery Kids: Pony Paradise,2009.0,Simulation,0.2,12.0
Mary-Kate and Ashley: Girls Night Out,2002.0,Misc,0.2,12.0
Cabela's North American Adventures,2010.0,Sports,0.59,35.4
Enchanted Arms,2007.0,Role-Playing,0.39,23.400000000000002
Beyblade G-Revolution,2004.0,Action,0.2,12.0
Trade & Battle: Card Hero,2000.0,Strategy,0.2,12.0
World Championship Cards,2008.0,Misc,0.2,12.0
Chronicles of Mystery: Curse of the Ancient Temple,2009.0,Adventure,0.2,12.0
Capcom Fighting Evolution,2004.0,Fighting,0.24000000000000002,14.4
Frogger 3D,2011.0,Action,0.2,12.0
SD Gundam GNext,1995.0,Strategy,0.2,12.0
Backyard NFL Football 2006,2005.0,Sports,0.23,13.8
Sloane to MacHale no Nazo no Monogatari,2009.0,Puzzle,0.2,12.0
DarkStar One: Broken Alliance,2010.0,Simulation,0.2,12.0
My Fitness Coach 2: Exercise and Nutrition,2009.0,Sports,0.2,12.0
Sengoku Basara 2 Heroes,2007.0,Action,0.21000000000000002,12.600000000000001
Buzz! The Schools Quiz,2008.0,Misc,0.2,12.0
Suikoden Tactics,2005.0,Strategy,0.2,12.0
Mobile Suit Gundam: Crossfire,2006.0,Simulation,0.2,12.0
Phantasy Star Online,2000.0,Role-Playing,0.2,12.0
Crazy Taxi 3: High Roller,2002.0,Racing,0.2,12.0
Dark Messiah of Might and Magic Elements,2008.0,Role-Playing,0.2,12.0
Just Dance 2: Extra Songs,2011.0,Misc,0.2,12.0
International Superstar Soccer 2000,2000.0,Sports,0.2,12.0
CandyLand / Chutes & Ladders / Memory,2005.0,Misc,0.2,12.0
The Bible Game,2005.0,Misc,0.37,22.2
Drift King Shutokou Battle '94,1994.0,Racing,0.2,12.0
Shining Blade,2012.0,Role-Playing,0.2,12.0
Fairy Fencer F,2013.0,Role-Playing,0.2,12.0
Atelier Shallie: Alchemists of the Dusk Sea,2014.0,Role-Playing,0.2,12.0
The Ultimate Red Ball Challenge,2009.0,Misc,0.2,12.0
PBR: Out of the Chute,2008.0,Sports,0.33,19.8
The King of Fighters Collection: The Orochi Saga,2006.0,Fighting,0.39,23.400000000000002
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,2003.0,Sports,0.2,12.0
Arcana Heart 3,2011.0,Fighting,0.31,18.6
Tekken 3D: Prime Edition,2012.0,Fighting,0.2,12.0
Deal or No Deal: The Banker is Back!,2008.0,Misc,0.2,12.0
Jillian Michaels' Fitness Adventure,2011.0,Misc,0.2,12.0
State of Decay,2015.0,Strategy,0.2,12.0
Saturday Night Speedway,2004.0,Racing,0.2,12.0
Langrisser III,1996.0,Strategy,0.2,12.0
Samurai Spirits (CD),1994.0,Fighting,0.2,12.0
Dragon Ball: Revenge of King Piccolo,2009.0,Action,0.2,12.0
Spectrobes: Origins,2009.0,Role-Playing,0.2,12.0
Earth Defense Force: Insect Armageddon,2011.0,Shooter,0.39,23.400000000000002
Pitfall: The Lost Expedition,2004.0,Platform,0.42000000000000004,25.200000000000003
Rocket Power: Zero Gravity Zone,2003.0,Sports,0.2,12.0
Le Mans 24 Hours,2001.0,Racing,0.2,12.0
XCOM 2,2016.0,Strategy,0.26,15.600000000000001
International Cricket 2010,2010.0,Sports,0.34,20.400000000000002
ESPN MLB Baseball,2004.0,Sports,0.34,20.400000000000002
Neighborhood Games,2009.0,Misc,0.2,12.0
All Star Pro-Wrestling,2000.0,Fighting,0.2,12.0
Way of the Samurai 4,2011.0,Action,0.2,12.0
Harvest Moon: More Friends of Mineral Town,2003.0,Simulation,0.2,12.0
Captain America: Super Soldier,2011.0,Action,0.5700000000000001,34.2
NHL 17,2016.0,Sports,0.35,21.0
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,1996.0,Shooter,0.2,12.0
Camping Mama: Outdoor Adventures,2011.0,Simulation,0.2,12.0
Kurohyou 2: Ryu ga Gotoku Ashura Hen,2012.0,Action,0.2,12.0
7th Dragon 2020,2011.0,Role-Playing,0.2,12.0
Taiko no Tatsujin: Waku Waku Anime Matsuri,2003.0,Misc,0.2,12.0
Imagine: Babyz Fashion,2009.0,Simulation,0.2,12.0
Dead to Rights II,2005.0,Shooter,0.31,18.6
Super Dodge Ball Advance,2001.0,Sports,0.2,12.0
Ogre Battle Saga Episode Five: The March of the Black Queen,1996.0,Role-Playing,0.2,12.0
Ridge Racer 6,2005.0,Racing,0.2,12.0
"Ni Hao, Kai-lan: New Year's Celebration",2009.0,Misc,0.2,12.0
Treasure World,2009.0,Simulation,0.2,12.0
Body and Brain Connection,2010.0,Misc,0.2,12.0
MDK,1997.0,Shooter,0.2,12.0
Speed Punks,1998.0,Racing,0.2,12.0
The Legend of Heroes VII: The Trail of Blue,2011.0,Role-Playing,0.26,15.600000000000001
No More Heroes: Heroes' Paradise,2010.0,Action,0.22,13.2
Mahjongg Mysteries: Ancient Egypt,2010.0,Puzzle,0.2,12.0
CSI: Unsolved!,2010.0,Adventure,0.2,12.0
NCAA Final Four 2004,2003.0,Sports,0.2,12.0
Famista 64,,Sports,0.2,12.0
Roadsters 99,1999.0,Racing,0.2,12.0
Magical Tetris Challenge,1997.0,Puzzle,0.2,12.0
Twisted Edge Extreme Snowboarding,1998.0,Sports,0.2,12.0
Disney's Tarzan,2000.0,Platform,0.2,12.0
Body Harvest,1998.0,Shooter,0.2,12.0
San Francisco Rush 2049,2000.0,Racing,0.2,12.0
Super Robot Taisen 64,1999.0,Strategy,0.2,12.0
Snowboard Kids,1996.0,Sports,0.2,12.0
IHRA Drag Racing 2004,2003.0,Racing,0.2,12.0
Shining Hearts,2010.0,Role-Playing,0.2,12.0
Magical ZhuZhu Princess: Carriages & Castles,2011.0,Simulation,0.2,12.0
Code of Princess,2012.0,Action,0.2,12.0
The Con,2005.0,Fighting,0.2,12.0
Tony Hawk's Pro Skater 5,2015.0,Sports,0.44,26.4
Jissen Pachi-Slot Hisshouhou! Aladdin A,2002.0,Misc,0.2,12.0
The Witch and the Hundred Knight,2013.0,Role-Playing,0.28,16.8
Nobunaga no Yabou: Reppuuden,1999.0,Strategy,0.2,12.0
Schlag den Raab,2010.0,Misc,0.23,13.8
Total War: Shogun 2 - Fall of the Samurai,2012.0,Strategy,0.2,12.0
Treasure Hunter G,1996.0,Role-Playing,0.2,12.0
Untold Legends: Dark Kingdom,2006.0,Role-Playing,0.2,12.0
Wing Arms,1994.0,Shooter,0.2,12.0
Pro Yaky? Spirits 2013,2013.0,Sports,0.46,27.6
We Wish You A Merry Christmas,2009.0,Action,0.2,12.0
BioShock The Collection,2016.0,Shooter,0.28,16.8
Namco Museum Vol.4,1996.0,Misc,0.2,12.0
The Cheetah Girls: Passport to Stardom,2008.0,Misc,0.2,12.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,Action,0.42,25.2
My Secret World by Imagine,2008.0,Misc,0.2,12.0
Soldier of Fortune: Payback,2007.0,Shooter,0.35,21.0
Bleach: The 3rd Phantom,2008.0,Role-Playing,0.2,12.0
Gladius,2003.0,Strategy,0.41000000000000003,24.6
Family Feud: 2012 Edition,2011.0,Misc,0.30000000000000004,18.000000000000004
Spore Hero Arena,2009.0,Simulation,0.2,12.0
Pro Yaky? Spirits 2012,2012.0,Sports,0.45,27.0
Puzzle & Dragons X: God Chapter / Dragon Chapter,2016.0,Action,0.2,12.0
Record of Agarest War,2008.0,Role-Playing,0.27,16.200000000000003
Sid Meier's Pirates!,2007.0,Strategy,0.5,30.0
Taiko no Tatsujin: Go! Go! Godaime,2004.0,Misc,0.2,12.0
Taiko Drum Master,2004.0,Misc,0.2,12.0
Bust-A-Move 2 Arcade Edition,1995.0,Puzzle,0.28,16.8
Tom Clancy's Splinter Cell: Essentials,2006.0,Shooter,0.2,12.0
Tetris Worlds (Online Edition),2003.0,Puzzle,0.2,12.0
Forgotten Realms: Demon Stone,2004.0,Action,0.29000000000000004,17.400000000000002
Super Baseball Simulator 1.000,1991.0,Sports,0.2,12.0
Go Play: Lumberjacks,2009.0,Simulation,0.2,12.0
Looney Tunes: Space Race,2002.0,Racing,0.2,12.0
Puzzle Challenge: Crosswords and More!,2006.0,Puzzle,0.25,15.0
NASCAR Unleashed,2011.0,Racing,0.61,36.6
Backyard Hockey,2003.0,Sports,0.27,16.200000000000003
Playboy: The Mansion,2005.0,Simulation,0.29000000000000004,17.400000000000002
Shiren the Wanderer,2008.0,Role-Playing,0.2,12.0
Ore no Shikabane o Koete Yuke,2011.0,Role-Playing,0.2,12.0
Shaman King: Spirit of Shamans,2002.0,Action,0.2,12.0
The Fairly Odd Parents: Enter the Cleft,2002.0,Platform,0.2,12.0
MC Groovz Dance Craze,2004.0,Misc,0.2,12.0
Tom and Jerry in House Trap,2000.0,Action,0.2,12.0
101-in-1 Explosive Megamix,2008.0,Puzzle,0.2,12.0
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,2006.0,Misc,0.2,12.0
Family Guy,2006.0,Action,0.2,12.0
UFC: Tapout,2002.0,Fighting,0.2,12.0
Aikatsu! Cinderella Lesson,2012.0,Role-Playing,0.2,12.0
Mega Man Legacy Collection,2016.0,Platform,0.27,16.200000000000003
Predator: Concrete Jungle,2005.0,Action,0.30000000000000004,18.000000000000004
Beyblade: Metal Fusion - Battle Fortress,2009.0,Action,0.2,12.0
Big Mutha Truckers 2,2005.0,Racing,0.27,16.200000000000003
Shutter Island,2009.0,Adventure,0.2,12.0
Demon Gaze,2013.0,Role-Playing,0.2,12.0
Zombie Army Trilogy,2015.0,Shooter,0.30000000000000004,18.000000000000004
Mana Khemia 2: Fall of Alchemy,2008.0,Role-Playing,0.2,12.0
The Great Escape,2003.0,Action,0.26,15.600000000000001
Dexter's Lab Chess Challenge,2002.0,Misc,0.2,12.0
Nostalgia,2008.0,Role-Playing,0.19,11.4
Iron Chef America: Supreme Cuisine,2008.0,Simulation,0.36,21.599999999999998
Arcade Shooting Gallery,2008.0,Shooter,0.19,11.4
The Rise of the Argonauts,2008.0,Role-Playing,0.37,22.2
ESA Foundation Compilation,2005.0,Misc,0.19,11.4
The King of Fighters XI,2006.0,Fighting,0.19,11.4
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996.0,Fighting,0.33999999999999997,20.4
Bound By Flame,2014.0,Role-Playing,0.2,12.0
Conflict: Denied Ops,2008.0,Shooter,0.39,23.400000000000002
Saw II: Flesh & Blood,2010.0,Action,0.35,21.0
Sniper Elite,2005.0,Shooter,0.42,25.2
Arc Rise Fantasia,2009.0,Role-Playing,0.19,11.4
"Ni Hao, Kai-lan: Super Game Day",2009.0,Misc,0.27,16.200000000000003
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,2005.0,Action,0.19,11.4
Petz Pony: Beauty Pageant,2009.0,Simulation,0.19,11.4
Parlor! Mini 4,1996.0,Misc,0.19,11.4
The Spiderwick Chronicles,2008.0,Action,0.38,22.8
Dinotopia: The Timestone Pirates,2002.0,Action,0.19,11.4
Power Pro Kun Pocket 12,2009.0,Sports,0.19,11.4
J-League Jikkyou Winning Eleven 3,1997.0,Sports,0.19,11.4
The Sims 4: Get Together,2015.0,Simulation,0.19,11.4
Jissen Pachi-Slot Hisshouhou,1993.0,Misc,0.19,11.4
Pac-Man & Galaga Dimensions,2011.0,Misc,0.19,11.4
Quantum Theory,2010.0,Shooter,0.28,16.8
NCAA Final Four 2003,2002.0,Sports,0.19,11.4
Air Conflicts: Secret Wars,2011.0,Simulation,0.3,18.0
Rio,2011.0,Misc,0.61,36.6
Dream Salon,2009.0,Misc,0.24,14.399999999999999
Disgaea DS,2008.0,Role-Playing,0.19,11.4
Space Invaders Extreme 2,2009.0,Shooter,0.19,11.4
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015.0,Action,0.19,11.4
Mystery Tales of Time Travel,2010.0,Puzzle,0.19,11.4
J-League Excite Stage '96,1996.0,Sports,0.19,11.4
Risen,2009.0,Role-Playing,0.33,19.8
Hidden Mysteries: Vampire Secrets,2010.0,Adventure,0.19,11.4
New Love Plus,2012.0,Simulation,0.19,11.4
Breath of Fire: Dragon Quarter,2002.0,Role-Playing,0.19,11.4
Jikkyou J-League Perfect Striker,1996.0,Sports,0.19,11.4
Super Robot Taisen: Scramble Commander,2003.0,Strategy,0.19,11.4
Re-Volt,1998.0,Racing,0.37,22.2
Conception II: Children of the Seven Stars,2013.0,Role-Playing,0.31,18.6
Descent,1996.0,Shooter,0.19,11.4
DanceMasters,2010.0,Misc,0.19,11.4
Disney's Magical Mirror Starring Mickey Mouse,2002.0,Adventure,0.19,11.4
Jeep Thrills,2008.0,Racing,0.19,11.4
FaceBreaker,2008.0,Fighting,0.36,21.599999999999998
Might & Magic: Clash of Heroes,2009.0,Role-Playing,0.19,11.4
IHRA Professional Drag Racing 2005,2004.0,Racing,0.25,15.0
Mace Griffin: Bounty Hunter,2003.0,Shooter,0.3,18.0
Story of Seasons: Good Friends of the Three Villages,2016.0,Simulation,0.19,11.4
Chaotic: Shadow Warriors,2009.0,Action,0.6799999999999999,40.8
Trivial Pursuit unhinged,2004.0,Misc,0.28,16.8
Tales of the World: Narikiri Dungeon 2,2002.0,Role-Playing,0.19,11.4
Aliens versus Predator: Extinction,2003.0,Strategy,0.27,16.200000000000003
Silent Scope 2: Dark Silhouette,2001.0,Shooter,0.19,11.4
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,1996.0,Sports,0.19,11.4
Tokimeki Memorial Girl's Side 3rd Story,2010.0,Adventure,0.19,11.4
NHL Hitz Pro,2003.0,Sports,0.3,18.0
Allied General,1996.0,Strategy,0.19,11.4
Fire ProWrestling G,1999.0,Fighting,0.19,11.4
Kamen Rider: Battride War,2013.0,Action,0.19,11.4
Armored Core: For Answer,2008.0,Simulation,0.33999999999999997,20.4
Mahjong: Journey Quest for Tikal,2008.0,Puzzle,0.19,11.4
uDraw Studio: Instant Artist,2011.0,Misc,0.21,12.6
Naruto: Ninja Destiny,2006.0,Fighting,0.19,11.4
GunGriffon,1995.0,Simulation,0.19,11.4
SingStar Pop Vol.2,2008.0,Misc,0.19,11.4
SNK Arcade Classics Vol. 1,2008.0,Misc,0.41000000000000003,24.6
Darkstalkers 3,1998.0,Fighting,0.19,11.4
SpongeBob's Surf & Skate Roadtrip,2011.0,Action,0.32,19.2
Frequency,2001.0,Misc,0.19,11.4
Death Jr.,2005.0,Platform,0.19,11.4
Inazuma Eleven Strikers 2012 Xtreme,2011.0,Role-Playing,0.19,11.4
Kan Colle Kai,2016.0,Action,0.19,11.4
SpongeBob SquigglePants 3D,2011.0,Misc,0.19,11.4
Jampack: Summer 2003 (RP-T),2003.0,Misc,0.19,11.4
Monster 4x4: Stunt Racer,2009.0,Racing,0.19,11.4
Frogger's Adventures 2: The Lost Wand,2002.0,Adventure,0.19,11.4
Sudeki,2004.0,Role-Playing,0.19,11.4
Rango: The Video Game,2011.0,Action,0.5800000000000001,34.800000000000004
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009.0,Adventure,0.19,11.4
Hyperdevotion Noire: Goddess Black Heart,2014.0,Role-Playing,0.19,11.4
Hexen,1996.0,Shooter,0.19,11.4
Mace: The Dark Age,1997.0,Fighting,0.19,11.4
AeroFighters Assault,1997.0,Action,0.19,11.4
Puyo Puyo Sun 64,1997.0,Puzzle,0.19,11.4
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),1996.0,Sports,0.19,11.4
Quake,1998.0,Shooter,0.19,11.4
Disney Magic World 2,2015.0,Action,0.19,11.4
Squeeballs Party,2009.0,Puzzle,0.36,21.599999999999998
Tottadoo! Yoiko no Mujintou Seikatsu,2008.0,Adventure,0.19,11.4
Family Game Night 4: The Game Show,2011.0,Misc,0.38,22.8
Fighter Within,2013.0,Fighting,0.19,11.4
Kenka Banchou 4: Ichinen Sensou,2010.0,Action,0.19,11.4
Warhammer: Shadow of the Horned Rat,1996.0,Strategy,0.19,11.4
Warriors: Legends of Troy,2011.0,Action,0.25,15.0
ESPN International Track & Field,2000.0,Sports,0.19,11.4
Lunar Legend,2002.0,Role-Playing,0.19,11.4
Conflict: Global Terror,2005.0,Shooter,0.29000000000000004,17.400000000000002
Valhalla Knights 3,2013.0,Role-Playing,0.19,11.4
Tamagotchi Party On!,2006.0,Misc,0.19,11.4
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006.0,Misc,0.19,11.4
Shaun White Skateboarding,2010.0,Sports,0.5700000000000001,34.2
The Heavy Rain and Beyond: Two Souls Collection,2016.0,Action,0.19,11.4
Gungrave,2002.0,Shooter,0.19,11.4
Phantasy Star Universe,2006.0,Role-Playing,0.31,18.6
Transworld Surf,2002.0,Sports,0.32,19.2
God Eater Resurrection,2015.0,Action,0.27,16.200000000000003
Tenchu: Fatal Shadows,2004.0,Action,0.19,11.4
Active Health with Carol Vorderman,2009.0,Sports,0.19,11.4
Escape The Museum,2010.0,Adventure,0.31,18.6
International Soccer,1981.0,Sports,0.19,11.4
Sing4: The Hits Edition,2011.0,Misc,0.19,11.4
Jewel Master: Cradle of Athena,2010.0,Puzzle,0.19,11.4
Princess Maker: Yumemiru Yosei,1997.0,Strategy,0.19,11.4
Pet Zombies,,Simulation,0.19,11.4
Big Air,1999.0,Sports,0.19,11.4
Shining Force II,1993.0,Strategy,0.19,11.4
Gallop Racer,1999.0,Sports,0.19,11.4
Sudoku Gridmaster (JP sales),2006.0,Puzzle,0.19,11.4
Taiko no Tatsujin: Wii U Version!,2013.0,Misc,0.19,11.4
College Slam,1995.0,Sports,0.19,11.4
Arcania: Gothic 4,2010.0,Role-Playing,0.34,20.400000000000002
Mushroom Men: The Spore Wars,2008.0,Action,0.19,11.4
Zumba Fitness Rush,2012.0,Sports,0.19,11.4
Pro Yaky? Spirits 4,2007.0,Sports,0.26,15.600000000000001
SoulCalibur Legends,2007.0,Action,0.19,11.4
Daigasso! Band Brothers,2004.0,Misc,0.19,11.4
Rise of the Kasai,2005.0,Action,0.19,11.4
Thoroughbred Breeder,1993.0,Simulation,0.19,11.4
Momotarou Dentetsu World,2010.0,Misc,0.19,11.4
Nobunaga no Yabou: Souzou,2013.0,Strategy,0.25,15.0
Doctor Who: Return to Earth,2010.0,Adventure,0.19,11.4
The Munchables,2009.0,Action,0.19,11.4
We Dance,2011.0,Misc,0.19,11.4
Chibi-Robo! Park Patrol,2007.0,Adventure,0.19,11.4
Singstar: Ultimate Party,2014.0,Misc,0.33,19.8
Mathews Bowhunting,2010.0,Sports,0.19,11.4
3rd Super Robot Wars Z: Tengoku-Hen,2015.0,Action,0.33999999999999997,20.4
One Piece: Unlimited Adventure,2007.0,Adventure,0.19,11.4
Remington Super Slam Hunting: North America,2010.0,Sports,0.19,11.4
Crash & Spyro Superpack,2005.0,Platform,0.19,11.4
Face Training,2007.0,Misc,0.19,11.4
Star Trek: Legacy,,Simulation,0.21,12.6
ThunderStrike 2,1994.0,Simulation,0.19,11.4
Disney's Meet the Robinsons,2007.0,Action,0.33,19.8
Kuma-Tomo,2013.0,Misc,0.19,11.4
Super Real Mahjong P V,1995.0,Misc,0.19,11.4
Thomas the Tank Engine & Friends,2004.0,Adventure,0.19,11.4
Penguin no Mondai X: Tenkuu no 7 Senshi,2009.0,Action,0.19,11.4
The Scorpion King: Sword of Osiris,2002.0,Action,0.19,11.4
Bubsy 3D,1996.0,Platform,0.19,11.4
Reel Fishing Paradise 3D,2011.0,Sports,0.19,11.4
NCAA Final Four 2001,2000.0,Sports,0.35,21.0
Farmtopia,2010.0,Simulation,0.19,11.4
Robin Hood: Defender of the Crown,2003.0,Strategy,0.22,13.2
SD Gundam GX,1994.0,Strategy,0.19,11.4
R-Type Final,2003.0,Shooter,0.19,11.4
Jackie Chan Adventures: Legend of the Dark Hand,2001.0,Action,0.19,11.4
Sega GT 2002,2002.0,Racing,0.19,11.4
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005.0,Action,0.35,21.0
Samurai Warriors 2: Empires,2006.0,Action,0.23,13.8
Jurassic: The Hunted,2009.0,Shooter,0.61,36.6
J-League Pro Soccer Club o Tsukurou! 5,2007.0,Sports,0.19,11.4
Dance Central: Spotlight,2014.0,Misc,0.19,11.4
Little Battlers eXperience W,2012.0,Role-Playing,0.33,19.8
Magical Starsign (US sales),2006.0,Role-Playing,0.19,11.4
Hot Wheels: Battle Force 5,2009.0,Racing,0.33999999999999997,20.4
Dragon Blade: Wrath of Fire,2007.0,Action,0.19,11.4
La Pucelle: Tactics,2002.0,Role-Playing,0.19,11.4
Phantasy Star Nova,2014.0,Role-Playing,0.19,11.4
Samurai Warriors: State of War,2005.0,Action,0.19,11.4
Call of Juarez,2007.0,Shooter,0.2,12.0
Star Wars: The Clone Wars & Tetris Worlds,2002.0,Misc,0.19,11.4
The Bee Game,2007.0,Adventure,0.19,11.4
EverQuest Online Adventures: Frontiers,2003.0,Role-Playing,0.19,11.4
NBA Ballers: Chosen One,2008.0,Sports,0.32,19.2
Treasures of the Deep,1997.0,Action,0.19,11.4
Phantasy Star Online Ver. 2,2001.0,Role-Playing,0.19,11.4
EyePet & Friends,2011.0,Simulation,0.19,11.4
Fight Club,2004.0,Fighting,0.29,17.4
Hello Kitty: Birthday Adventures,2010.0,Adventure,0.18,10.799999999999999
Syndicate,2012.0,Shooter,0.39,23.400000000000002
Dance Dance Revolution: Disney Grooves,2009.0,Simulation,0.18,10.799999999999999
Harvest Moon: A Wonderful Life Special Edition,2004.0,Simulation,0.18,10.799999999999999
Sports Illustrated for Kids: Football,2003.0,Sports,0.18,10.799999999999999
Happy Cooking,2006.0,Simulation,0.18,10.799999999999999
.hack//Quarantine Part 4: The Final Chapter,2003.0,Role-Playing,0.18,10.799999999999999
Close Combat: First to Fight,2005.0,Shooter,0.18,10.799999999999999
MotoGP 14,2014.0,Racing,0.41,24.599999999999998
Indiana Jones and the Emperor's Tomb,2003.0,Action,0.18,10.799999999999999
Buffy the Vampire Slayer: Chaos Bleeds,2003.0,Action,0.32999999999999996,19.799999999999997
Half-Minute Hero,2009.0,Role-Playing,0.18,10.799999999999999
Reel Fishing II,2000.0,Sports,0.18,10.799999999999999
Ringling Bros. and Barnum & Bailey Circus,2009.0,Action,0.18,10.799999999999999
Driving Emotion Type-S,2000.0,Racing,0.18,10.799999999999999
Siren,2003.0,Adventure,0.18,10.799999999999999
Naruto Shippuden: Dragon Blade Chronicles,2009.0,Action,0.18,10.799999999999999
Dynasty Warriors 8: Empires,2014.0,Action,0.36,21.599999999999998
Super Robot Taisen J,2005.0,Strategy,0.18,10.799999999999999
Nep League DS,2007.0,Sports,0.18,10.799999999999999
Ar tonelico 2: Melody of Metafalica,2007.0,Role-Playing,0.18,10.799999999999999
Lips: Party Classics,2010.0,Misc,0.18,10.799999999999999
Casper: Friends Around the World,2000.0,Action,0.18,10.799999999999999
Jurassic Park III: Island Attack,2001.0,Adventure,0.18,10.799999999999999
GameBoy Wars,1991.0,Strategy,0.18,10.799999999999999
Amplitude,2003.0,Misc,0.18,10.799999999999999
Company of Heroes: Anthology,2009.0,Strategy,0.18,10.799999999999999
Shape Up,2014.0,Misc,0.18,10.799999999999999
AirForce Delta Storm,2001.0,Shooter,0.19999999999999998,11.999999999999998
Trauma Team,,Simulation,0.18,10.799999999999999
Fear Effect 2: Retro Helix,2001.0,Action,0.18,10.799999999999999
International Superstar Soccer 2000 (JP weekly sales),1999.0,Sports,0.18,10.799999999999999
Chocobo no Fushigi Dungeon for WonderSwan,1999.0,Role-Playing,0.18,10.799999999999999
Klonoa: Door to Phantomile,1997.0,Platform,0.18,10.799999999999999
Vietcong: Purple Haze,2004.0,Shooter,0.26,15.600000000000001
Atari Anniversary Advance,2002.0,Misc,0.18,10.799999999999999
Summer Athletics: The Ultimate Challenge,2008.0,Sports,0.21,12.6
Metal Gear Ac!d 2,2005.0,Strategy,0.18,10.799999999999999
Hatsune Miku and Future Stars: Project Mirai,2012.0,Misc,0.18,10.799999999999999
Let's TAP,2008.0,Misc,0.18,10.799999999999999
